,INS_NM,JAB_NM,JENIS_FORMASI_NM,JUM_PENDAFTAR,JUM_PERJAB,LINK_WEB_INS_DAFTAR,LOKASI_NM,PENDIDIKAN_NM,ROWNUM
2789,Pemerintah Kota Kendari,EPIDEMIOLOG KESEHATAN AHLI PERTAMA,UMUM,0,1,https://drive.google.com/open?id=141uNRT0nQiswk-2UKTk-Xi8-Rib7ddIY,PUSKESMAS MOKOAU,S-1 EPIDEMOLOGI,2790
2790,Pemerintah Kota Kendari,PEREKAM MEDIS TERAMPIL,UMUM,0,2,https://drive.google.com/open?id=141uNRT0nQiswk-2UKTk-Xi8-Rib7ddIY,RUMAH SAKIT UMUM DAERAH KOTA KENDARI,D-III ILMU REKAM MEDIS,2791
2791,Pemerintah Kota Kendari,ANALIS SISTEM INFORMASI DAN JARINGAN,UMUM,0,1,https://drive.google.com/open?id=141uNRT0nQiswk-2UKTk-Xi8-Rib7ddIY,DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU,S-1 TEKNIK INFORMATIKA,2792
2792,Pemerintah Kota Kendari,ANALIS SISTEM INFORMASI,UMUM,0,1,https://drive.google.com/open?id=141uNRT0nQiswk-2UKTk-Xi8-Rib7ddIY,DINAS KOMUNIKASI DAN INFORMATIKA,S-1 SISTEM INFORMASI,2793
2793,Pemerintah Kota Kendari,PENGELOLA DATA KEUANGAN DAERAH,UMUM,0,2,https://drive.google.com/open?id=141uNRT0nQiswk-2UKTk-Xi8-Rib7ddIY,BADAN PENGELOLA KEUANGAN DAN ASET DAERAH,D-III KEUANGAN DAN PERBANKAN,2794
2794,Pemerintah Kota Kendari,ANALIS PUBLIKASI,UMUM,0,1,https://drive.google.com/open?id=141uNRT0nQiswk-2UKTk-Xi8-Rib7ddIY,DINAS PERPUSTAKAAN DAN KEARSIPAN,S-1 KOMUNIKASI,2795
2795,Pemerintah Kota Kendari,ANALIS PUBLIKASI,UMUM,0,1,https://drive.google.com/open?id=141uNRT0nQiswk-2UKTk-Xi8-Rib7ddIY,DINAS KEBUDAYAAN DAN PARIWISATA,S-1 KOMUNIKASI,2796
2796,Kementerian Kesehatan,ASISTEN APOTEKER TERAMPIL,UMUM,0,3,https://cpns.kemkes.go.id,Rumah Sakit Umum Pusat H. Adam Malik Medan,D-III FARMASI,2797
2797,Kementerian Kesehatan,DOKTER AHLI PERTAMA,UMUM,0,2,https://cpns.kemkes.go.id,Balai Besar Kesehatan Paru Masyarakat Bandung,DOKTER UMUM(PROFESI),2798
2798,Kementerian Kesehatan,DOKTER AHLI PERTAMA,LULUSAN TERBAIK,0,3,https://cpns.kemkes.go.id,Rumah Sakit Umum Pusat Dr. Hasan Sadikin Bandung,DOKTER UMUM(PROFESI),2799
2799,Pemerintah Kab. Melawi,PERAWAT AHLI PERTAMA,LULUSAN TERBAIK,0,1,"https://www.melawikab.go.id dan Facebook: bkpsdm melawi, IG: bkpsdmmelawi",RSUD KABUPATEN MELAWI,S-1 KEPERAWATAN (NERS),2800
2800,Pemerintah Kab. Melawi,ANALIS PENATAAN KAWASAN,UMUM,0,1,"https://www.melawikab.go.id dan Facebook: bkpsdm melawi, IG: bkpsdmmelawi",DINAS PERUMAHAN RAKYAT KAWASAN PERMUKIMAN DAN PERTANAHAN (KASIE PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN),S-1 PERENCANAAN WILAYAH KOTA/S-1 PLANOLOGI,2801
2801,Pemerintah Kab. Melawi,PUSTAKAWAN AHLI PERTAMA,UMUM,0,1,"https://www.melawikab.go.id dan Facebook: bkpsdm melawi, IG: bkpsdmmelawi",DINAS KEARSIPAN DAN PERPUSTAKAAN,S-1 ILMU PERPUSTAKAAN,2802
2802,Pemerintah Kab. Pinrang,GURU AGAMA ISLAM AHLI PERTAMA,UMUM,0,1,https://bit.ly/2NoJtHG,SDN 153 Lembang,S-1 PENDIDIKAN AGAMA ISLAM,2803
2803,Pemerintah Kab. Pinrang,GURU AGAMA ISLAM AHLI PERTAMA,UMUM,0,1,https://bit.ly/2NoJtHG,SDN 274 Batulappa,S-1 PENDIDIKAN AGAMA ISLAM,2804
2804,Pemerintah Kota Kendari,ANALIS JALAN JEMBATAN,UMUM,0,2,https://drive.google.com/open?id=141uNRT0nQiswk-2UKTk-Xi8-Rib7ddIY,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG,S-1 TEKNIK SIPIL,2805
2805,Pemerintah Kota Kendari,PENGELOLAH DATA,UMUM,0,2,https://drive.google.com/open?id=141uNRT0nQiswk-2UKTk-Xi8-Rib7ddIY,DINAS KOMUNIKASI DAN INFORMATIKA,D-III TEKNIK KOMPUTER,2806
2806,Pemerintah Kota Kendari,ANALIS BUDIDAYA PERIKANAN,UMUM,0,2,https://drive.google.com/open?id=141uNRT0nQiswk-2UKTk-Xi8-Rib7ddIY,DINAS KELAUTAN DAN PERIKANAN,S-1 BUDIDAYA PERAIRAN,2807
2807,Pemerintah Kota Kendari,PENGELOLA SISTEM DAN JARINGAN,UMUM,0,1,https://drive.google.com/open?id=141uNRT0nQiswk-2UKTk-Xi8-Rib7ddIY,DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU,S-1 KOMPUTER,2808
2808,Pemerintah Kota Baubau,AUDITOR AHLI PERTAMA,UMUM,0,2,http://bkpsdm.baubaukota.go.id/pengumumanview/63/formasi.penerimaan.cpns.d.kota.baubau.tahun.2018.html,INSPEKTORAT KOTA BAUBAU,D-IV HUKUM/S-1 HUKUM/S-1/D-IV ILMU EKONOMI/S-1/D-IV PEMERINTAHAN,2809
2809,Pemerintah Provinsi Sulawesi Barat,GURU AGAMA ISLAM PERTAMA,UMUM,0,1,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,SMA NEGERI 2 KAROSSA,S-1 PENDIDIKAN AGAMA ISLAM,2810
2810,Kementerian Kesehatan,ENTOMOLOG KESEHATAN AHLI PERTAMA,UMUM,0,1,https://cpns.kemkes.go.id,Kantor Kesehatan Pelabuhan Kelas I Medan Wilker Bandara Kualanamu,S-1 KESEHATAN MASYARAKAT,2811
2811,Kementerian Kesehatan,TEKNISI ELEKTROMEDIS TERAMPIL,UMUM,0,1,https://cpns.kemkes.go.id,Balai Kesehatan Mata Masyarakat Makassar,D-III TEKNIK ELEKTROMEDIK,2812
2812,Kementerian Kesehatan,ENTOMOLOG KESEHATAN TERAMPIL,UMUM,0,1,https://cpns.kemkes.go.id,Balai Besar Teknik Kesehatan Lingkungan dan Pengendalian Penyakit Yogyakarta,D-III KESEHATAN LINGKUNGAN,2813
2813,Kementerian Kesehatan,ENTOMOLOG KESEHATAN TERAMPIL,UMUM,0,1,https://cpns.kemkes.go.id,Balai Besar Teknik Kesehatan Lingkungan dan Pengendalian Penyakit Surabaya,D-III KESEHATAN LINGKUNGAN,2814
2814,Kementerian Kesehatan,SANITARIAN TERAMPIL,UMUM,0,1,https://cpns.kemkes.go.id,Rumah Sakit Umum Ratatotok Buyat,D-III KESEHATAN LINGKUNGAN,2815
2815,Pemerintah Kota Singkawang,GURU KELAS AHLI PERTAMA,LULUSAN TERBAIK,0,1,http://mc.singkawangkota.go.id/request.php?file=1062,SD Negeri 43 Singkawang,D-IV PGSD/S-1 PGSD,2816
2816,Pemerintah Kota Singkawang,GURU KELAS AHLI PERTAMA,UMUM,0,2,http://mc.singkawangkota.go.id/request.php?file=1062,SD Negeri 62 Singkawang,D-IV PGSD/S-1 PGSD,2817
2817,Pemerintah Kota Singkawang,GURU KELAS AHLI PERTAMA,UMUM,0,2,http://mc.singkawangkota.go.id/request.php?file=1062,SD Negeri 91 Singkawang,D-IV PGSD/S-1 PGSD,2818
2818,Pemerintah Kab. Pinrang,GURU BAHASA INDONESIA AHLI PERTAMA,UMUM,0,1,https://bit.ly/2NoJtHG,SMPN 9 Lembang,S-1 PENDIDIKAN BAHASA INDONESIA,2819
2819,Pemerintah Kab. Pinrang,GURU MATEMATIKA AHLI PERTAMA,UMUM,0,1,https://bit.ly/2NoJtHG,SMPN 5 Lembang,S-1 PENDIDIKAN MATEMATIKA,2820
2820,Pemerintah Kab. Pinrang,GURU MATEMATIKA AHLI PERTAMA,UMUM,0,1,https://bit.ly/2NoJtHG,"SMPN 1 Duampanua 
",S-1 PENDIDIKAN MATEMATIKA,2821
2821,Pemerintah Kab. Pinrang,GURU IPA AHLI PERTAMA,UMUM,0,1,https://bit.ly/2NoJtHG,"SMPN 2 Duampanua
",S-1 PENDIDIKAN BIOLOGI/S-1 PENDIDIKAN FISIKA/S-1 PENDIDIKAN KIMIA,2822
2822,Pemerintah Kab. Pinrang,GURU IPA AHLI PERTAMA,UMUM,0,1,https://bit.ly/2NoJtHG,"SMPN Satap Salimbongan
",S-1 PENDIDIKAN BIOLOGI/S-1 PENDIDIKAN FISIKA/S-1 PENDIDIKAN KIMIA,2823
2823,Pemerintah Provinsi Sulawesi Barat,GURU BAHASA INDONESIA AHLI PERTAMA,UMUM,0,1,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,SMK NEGERI 1 PANA,S-1 PENDIDIKAN BAHASA INDONESIA,2824
2824,Pemerintah Provinsi Sulawesi Barat,GURU BAHASA INDONESIA AHLI PERTAMA,UMUM,0,1,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,SMA NEGERI 2 KAROSSA,S-1 PENDIDIKAN BAHASA INDONESIA,2825
2825,Pemerintah Provinsi Sulawesi Barat,GURU BAHASA INDONESIA AHLI PERTAMA,UMUM,0,1,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,SMA NEGERI 1 NOSU,S-1 PENDIDIKAN BAHASA INDONESIA,2826
2826,Pemerintah Provinsi Sulawesi Barat,GURU BAHASA INGGRIS AHLI PERTAMA,UMUM,0,1,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,SMA NEGERI 1 BULUTABA,S-1 PENDIDIKAN BAHASA INGGRIS,2827
2827,Pemerintah Provinsi Sulawesi Barat,GURU BAHASA INGGRIS AHLI PERTAMA,UMUM,0,1,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,SMA NEGERI 1 TABULAHAN,S-1 PENDIDIKAN BAHASA INGGRIS,2828
2828,Kementerian Kesehatan,SANITARIAN TERAMPIL,UMUM,0,1,https://cpns.kemkes.go.id,Rumah Sakit Anak dan Bunda Harapan Kita Jakarta,D-III KESEHATAN LINGKUNGAN,2829
2829,Kementerian Kesehatan,SANITARIAN AHLI PERTAMA,UMUM,0,1,https://cpns.kemkes.go.id,Balai Teknik Kesehatan Lingkungan dan Pengendalian Penyakit Kelas I Manado,S-1 KESEHATAN MASYARAKAT,2830
2830,Kementerian Kesehatan,EPIDEMIOLOG KESEHATAN AHLI PERTAMA,UMUM,0,1,https://cpns.kemkes.go.id,Kantor Kesehatan Pelabuhan Kelas I Makassar,S-1 KESEHATAN MASYARAKAT,2831
2831,Kementerian Kesehatan,EPIDEMIOLOG KESEHATAN AHLI PERTAMA,UMUM,0,1,https://cpns.kemkes.go.id,Kantor Kesehatan Pelabuhan Kelas I Soekarno Hatta,S-1 KESEHATAN MASYARAKAT,2832
2832,Kementerian Kesehatan,EPIDEMIOLOG KESEHATAN AHLI PERTAMA,UMUM,0,1,https://cpns.kemkes.go.id,Kantor Kesehatan Pelabuhan Kelas II Manado Wilker Pelabuhan Laut Tahuna,S-1 KESEHATAN MASYARAKAT,2833
2833,Kementerian Kesehatan,RADIOGRAFER TERAMPIL,UMUM,0,2,https://cpns.kemkes.go.id,Rumah Sakit Umum Pusat Persahabatan Jakarta,D-III TEKNIK RADIODIAGNOSTIK DAN RADIOTERAPI,2834
2834,Kementerian Kesehatan,EPIDEMIOLOG KESEHATAN TERAMPIL,UMUM,0,4,https://cpns.kemkes.go.id,Balai Besar Teknik Kesehatan Lingkungan dan Pengendalian Penyakit Yogyakarta,D-III KESEHATAN LINGKUNGAN,2835
2835,Pemerintah Kota Singkawang,DOKTER GIGI AHLI PERTAMA,UMUM,0,1,http://mc.singkawangkota.go.id/request.php?file=1062,UPT Puskesmas Singkawang Selatan II,DOKTER GIGI,2836
2836,Pemerintah Kota Singkawang,PERAWAT GIGI TERAMPIL,UMUM,0,1,http://mc.singkawangkota.go.id/request.php?file=1062,UPT Puskesmas Singkawang Selatan II,D-III KESEHATAN GIGI DAN MULUT,2837
2837,Pemerintah Kota Singkawang,BIDAN TERAMPIL,UMUM,0,1,http://mc.singkawangkota.go.id/request.php?file=1062,UPT Puskesmas Singkawang Selatan II,D-III KEBIDANAN,2838
2838,Pemerintah Kota Singkawang,APOTEKER AHLI PERTAMA,UMUM,0,1,http://mc.singkawangkota.go.id/request.php?file=1062,UPT Puskesmas Singkawang Utara I,APOTEKER,2839
2839,Pemerintah Kota Singkawang,ASISTEN APOTEKER TERAMPIL,UMUM,0,1,http://mc.singkawangkota.go.id/request.php?file=1062,UPT Puskesmas Singkawang Selatan I,D-III FARMASI,2840
2840,Pemerintah Kota Singkawang,SANITARIAN TERAMPIL,UMUM,0,1,http://mc.singkawangkota.go.id/request.php?file=1062,UPT Puskesmas Singkawang Utara II,D-III KESEHATAN LINGKUNGAN,2841
2841,Pemerintah Kota Singkawang,PRANATA LABORATORIUM KESEHATAN TERAMPIL,UMUM,0,1,http://mc.singkawangkota.go.id/request.php?file=1062,UPT Puskesmas Singkawang Utara II,D-III ANALIS KESEHATAN,2842
2842,Pemerintah Kota Singkawang,PRANATA LABORATORIUM KESEHATAN TERAMPIL,UMUM,0,1,http://mc.singkawangkota.go.id/request.php?file=1062,UPT Puskesmas Singkawang Barat II,D-III ANALIS KESEHATAN,2843
2843,Pemerintah Kab. Pinrang,GURU BAHASA INGGRIS AHLI PERTAMA,UMUM,0,1,https://bit.ly/2NoJtHG,"SMPN 2 Pinrang
",S-1 PENDIDIKAN BAHASA INGGRIS,2844
2844,Pemerintah Kab. Pinrang,GURU SENI BUDAYA AHLI PERTAMA,UMUM,0,1,https://bit.ly/2NoJtHG,"SMPN Satap Bonne
",S-1 PENDIDIKAN SENI BUDAYA,2845
2845,Pemerintah Kab. Pinrang,GURU TIK AHLI PERTAMA,UMUM,0,1,https://bit.ly/2NoJtHG,"SMPN 8 Pinrang
",S-1 PENDIDIKAN INFORMATIKA DAN KOMPUTER,2846
2846,Pemerintah Provinsi Sulawesi Barat,GURU BIOLOGI AHLI PERTAMA,UMUM,0,1,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,SMA NEGERI 1 SARJO,S-1 PENDIDIKAN BIOLOGI,2847
2847,Pemerintah Provinsi Sulawesi Barat,GURU FISIKA AHLI PERTAMA,UMUM,0,1,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,SMK NEGERI 1 BARAS,S-1 PENDIDIKAN FISIKA,2848
2848,Pemerintah Provinsi Sulawesi Barat,GURU FISIKA AHLI PERTAMA,UMUM,0,1,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,SMK NEGERI 1 BUDONG-BUDONG,S-1 PENDIDIKAN FISIKA,2849
2849,Pemerintah Provinsi Sulawesi Barat,GURU FISIKA AHLI PERTAMA,UMUM,0,1,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,SMA NEGERI 2 TOMMO,S-1 PENDIDIKAN FISIKA,2850
2850,Pemerintah Provinsi Sulawesi Barat,GURU FISIKA AHLI PERTAMA,UMUM,0,1,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,SMA NEGERI 1 DURIPOKU,S-1 PENDIDIKAN FISIKA,2851
2851,Kementerian Kesehatan,FISIKAWAN MEDIS AHLI PERTAMA,UMUM,0,1,https://cpns.kemkes.go.id,Balai Pengamanan Fasilitas Kesehatan Jakarta,S-1 FISIKA MEDIK,2852
2852,Kementerian Kesehatan,FISIKAWAN MEDIS AHLI PERTAMA,UMUM,0,1,https://cpns.kemkes.go.id,Loka Pengamanan Fasilitas Kesehatan Surakarta,S-1 FISIKA MEDIK,2853
2853,Kementerian Kesehatan,FISIKAWAN MEDIS AHLI PERTAMA,UMUM,0,1,https://cpns.kemkes.go.id,Rumah Sakit Umum Pusat Persahabatan Jakarta,S-1 FISIKA MEDIK,2854
2854,Pemerintah Kota Singkawang,TEKNISI ELEKTROMEDIS AHLI PERTAMA,UMUM,0,1,http://mc.singkawangkota.go.id/request.php?file=1062,RSUD Dr. Abdul Aziz,D-IV ELEKTROMEDIK/S-1 ELEKTROMEDIK,2855
2855,Pemerintah Kota Singkawang,TEKNISI ELEKTROMEDIS TERAMPIL,UMUM,0,3,http://mc.singkawangkota.go.id/request.php?file=1062,RSUD Dr. Abdul Aziz,D-III ELEKTROMEDIK,2856
2856,Pemerintah Kab. Barito Selatan,PERAWAT GIGI TERAMPIL,UMUM,0,1,http://bkpsdm.baritoselatankab.go.id/rincian-penetapan-kebutuhan-pns-kab-barito-selatan-tahun-2018,UPTD PUSKESMAS BARU,D-III PERAWAT GIGI/D-III TEKNIK GIGI,2857
2857,Pemerintah Kab. Barito Selatan,PRANATA LABORATORIUM TERAMPIL,UMUM,0,1,http://bkpsdm.baritoselatankab.go.id/rincian-penetapan-kebutuhan-pns-kab-barito-selatan-tahun-2018,UPTD PUSKESMAS TABAK KANILAN,D-III ANALIS KESEHATAN/D-III LABORATORIUM KESEHATAN,2858
2858,Pemerintah Kab. Barito Selatan,PRANATA LABORATORIUM TERAMPIL,UMUM,0,1,http://bkpsdm.baritoselatankab.go.id/rincian-penetapan-kebutuhan-pns-kab-barito-selatan-tahun-2018,UPTD PUSKESMAS BANTAI BAMBURE,D-III ANALIS KESEHATAN/D-III LABORATORIUM KESEHATAN,2859
2859,Pemerintah Kab. Pinrang,GURU TIK AHLI PERTAMA,UMUM,0,1,https://bit.ly/2NoJtHG,SMPN 4 Mattiro Bulu,S-1 PENDIDIKAN TEKNIK INFORMATIKA DAN KOMPUTER,2860
2860,Pemerintah Kab. Pinrang,GURU TIK AHLI PERTAMA,UMUM,0,1,https://bit.ly/2NoJtHG,"SMPN 3 Tiroang
",S-1 PENDIDIKAN TEKNIK INFORMATIKA DAN KOMPUTER,2861
2861,Pemerintah Kab. Pinrang,GURU BIMBINGAN KONSELING AHLI PERTAMA,UMUM,0,1,https://bit.ly/2NoJtHG,"SMPN 3 Mattiro Sompe
",S-1 PENDIDIKAN BIMBINGAN KONSELING,2862
2862,Pemerintah Kab. Pinrang,DOKTER SPESIALIS OBSTETRI DAN GINEKOLOGI AHLI PERTAMA,UMUM,0,2,https://bit.ly/2NoJtHG,RSU Lasinrang,DOKTER SPESIALIS OBSTETRI DAN GINEKOLOGI,2863
2863,Pemerintah Provinsi Sulawesi Barat,GURU MATEMATIKA AHLI PERTAMA,UMUM,0,1,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,SMA NEGERI 1 SARJO,S-1 PENDIDIKAN MATEMATIKA,2864
2864,Pemerintah Provinsi Sulawesi Barat,GURU MATEMATIKA AHLI PERTAMA,UMUM,0,1,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,SMA NEGERI 1 TIKKE,S-1 PENDIDIKAN MATEMATIKA,2865
2865,Pemerintah Provinsi Sulawesi Barat,GURU KIMIA AHLI PERTAMA,UMUM,0,1,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,SMK NEGERI 1 BUDONG-BUDONG,S-1 PENDIDIKAN KIMIA,2866
2866,Pemerintah Provinsi Sulawesi Barat,GURU KIMIA AHLI PERTAMA,UMUM,0,1,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,SMA NEGERI 1 SIMBORO,S-1 PENDIDIKAN KIMIA,2867
2867,Pemerintah Provinsi Sulawesi Barat,GURU AGRIBISNIS TANAMAN PANGAN DAN HORTIKULTURA PERTAMA,UMUM,0,1,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,SMK NEGERI 1 MAMUJU,S-1 PENDIDIKAN PERTANIAN AGRIBISNIS,2868
2868,Pemerintah Provinsi Sulawesi Barat,GURU EKONOMI AHLI PERTAMA,UMUM,0,1,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,SMA NEGERI 1 TAPANGO,S-1 PENDIDIKAN ILMU EKONOMI,2869
2869,Kementerian Kesehatan,FISIOTERAPIS TERAMPIL,UMUM,0,2,https://cpns.kemkes.go.id,Rumah Sakit Kusta Dr. Rivai Abdullah Palembang,D-III FISIOTERAPI,2870
2870,Kementerian Kesehatan,PRANATA LABORATORIUM PENDIDIKAN TERAMPIL,UMUM,0,1,https://cpns.kemkes.go.id,Poltekkes Kemenkes Kupang,D-III KESEHATAN GIGI,2871
2871,Kementerian Kesehatan,PRANATA LABORATORIUM PENDIDIKAN TERAMPIL,UMUM,0,1,https://cpns.kemkes.go.id,Poltekkes Kemenkes Kupang,D-III KEPERAWATAN GIGI,2872
2872,Kementerian Kesehatan,NUTRISIONIS AHLI PERTAMA,UMUM,0,1,https://cpns.kemkes.go.id,Rumah Sakit Umum Pusat Prof. Dr. R. D. Kandou Manado,S-1 GIZI,2873
2873,Kementerian Kesehatan,NUTRISIONIS TERAMPIL,UMUM,0,1,https://cpns.kemkes.go.id,Rumah Sakit Umum Pusat Prof. Dr. R. D. Kandou Manado,D-III GIZI,2874
2874,Pemerintah Kab. Barito Timur,GURU AGAMA KATOLIK AHLI PERTAMA,UMUM,0,1,https://drive.google.com/open?id=1_vfqSsc7D_sZS8LNnR1-i61DuNoy7eC6,SDN 1 DAYU KECAMATAN KARUSEN JANANG,S-1 PENDIDIKAN AGAMA KATOLIK,2875
2875,Pemerintah Kab. Barito Timur,GURU BAHASA INGGRIS AHLI PERTAMA,UMUM,0,1,https://drive.google.com/open?id=1_vfqSsc7D_sZS8LNnR1-i61DuNoy7eC6,SMPN 2 PEMATANG KARAU KECAMATAN PEMATANG KARAU,S-1 PENDIDIKAN BAHASA INGGRIS,2876
2876,Pemerintah Kab. Barito Timur,GURU BAHASA INGGRIS AHLI PERTAMA,UMUM,0,1,https://drive.google.com/open?id=1_vfqSsc7D_sZS8LNnR1-i61DuNoy7eC6,SMPN 1 PATANGKEP TUTUI KECAMATAN PATANGKEP TUTUI,S-1 PENDIDIKAN BAHASA INGGRIS,2877
2877,Pemerintah Kab. Tana Toraja,GURU BAHASA INDONESIA AHLI PERTAMA,HONORER,0,1,www.tanatorajakab.go.id,SMP NEGERI 6 MENGKENDEK,S-1 PENDIDIKAN BAHASA DAN SASTRA INDONESIA/S-1 PENDIDIKAN BAHASA DAN SENI,2878
2878,Pemerintah Kab. Tana Toraja,GURU BAHASA INDONESIA AHLI PERTAMA,HONORER,0,1,www.tanatorajakab.go.id,SMP NEGERI SATAP 6 SIMBUANG,S-1 PENDIDIKAN BAHASA DAN SASTRA INDONESIA/S-1 PENDIDIKAN BAHASA DAN SENI,2879
2879,Pemerintah Kab. Tana Toraja,GURU BAHASA INDONESIA AHLI PERTAMA,HONORER,0,1,www.tanatorajakab.go.id,SMP NEGERI 4 RANTETAYO,S-1 PENDIDIKAN BAHASA DAN SATRA INDONESIA/S-1 PENDIDIKAN BAHASA DAN SENI,2880
2880,Pemerintah Kab. Tana Toraja,GURU BAHASA INDONESIA AHLI PERTAMA,HONORER,0,1,www.tanatorajakab.go.id,SMP NEGERI 1 BONGGAKARADENG,S-1 PENDIDIKAN BAHASA DAN SASTRA INDONESIA/S-1 PENDIDIKAN BAHASA DAN SENI,2881
2881,Pemerintah Provinsi Sulawesi Barat,GURU EKONOMI AHLI PERTAMA,UMUM,0,1,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,SMA NEGERI 1 TOMMO,S-1 PENDIDIKAN ILMU EKONOMI,2882
2882,Pemerintah Provinsi Sulawesi Barat,GURU SEJARAH AHLI PERTAMA,UMUM,0,1,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,SMA NEGERI 1 DURIPOKU,S-1 PENDIDIKAN SEJARAH,2883
2883,Pemerintah Provinsi Sulawesi Barat,GURU SOSIOLOGI AHLI PERTAMA,UMUM,0,1,http://bkd.sulbarprov.go.id/wp-content/uploads/2018/09/FORMASI-PENERIMAAN-ASN-2018-SULBAR.pdf,SMA NEGERI 1 BARAS,S-1 PENDIDIKAN SOSIOLOGI,2884
2884,Kementerian Kesehatan,OKUPASI TERAPIS TERAMPIL,UMUM,0,1,https://cpns.kemkes.go.id,Rumah Sakit Stroke Nasional Bukittinggi,D-III OKUPASI TERAPI,2885
2885,Kementerian Kesehatan,OKUPASI TERAPIS TERAMPIL,UMUM,0,2,https://cpns.kemkes.go.id,Rumah Sakit Umum Pusat Dr. Mohamad Hoesin Palembang,D-III OKUPASI TERAPI,2886
2886,Kementerian Kesehatan,OKUPASI TERAPIS TERAMPIL,UMUM,0,2,https://cpns.kemkes.go.id,Rumah Sakit Jiwa Dr. Radjiman Wediodiningrat Lawang,D-III OKUPASI TERAPI,2887
2887,Kementerian Kesehatan,PRANATA LABORATORIUM PENDIDIKAN AHLI PERTAMA,UMUM,0,1,https://cpns.kemkes.go.id,Poltekkes Kemenkes Jayapura,S-1 FISIKA,2888
2888,Kementerian Kesehatan,PRANATA LABORATORIUM PENDIDIKAN AHLI PERTAMA,UMUM,0,1,https://cpns.kemkes.go.id,Poltekkes Kemenkes Tanjung Pinang,D-IV KEBIDANAN,2889
2889,Pemerintah Kab. Barito Timur,GURU IPS AHLI PERTAMA,UMUM,0,1,https://drive.google.com/open?id=1_vfqSsc7D_sZS8LNnR1-i61DuNoy7eC6,SMPN SATU ATAP 3 PAJU EPAT KECAMATAN PAJU EPAT,S-1 PENDIDIKAN EKONOMI AKUNTANSI/S-1 PENDIDIKAN GEOGRAFI/S-1 PENDIDIKAN SEJARAH,2890
2890,Pemerintah Kab. Barito Timur,GURU IPS AHLI PERTAMA,UMUM,0,1,https://drive.google.com/open?id=1_vfqSsc7D_sZS8LNnR1-i61DuNoy7eC6,SMPN SATU ATAP 2 DUSUN TENGAH KECAMATAN DUSUN TENGAH,S-1 PENDIDIKAN EKONOMI AKUNTANSI/S-1 PENDIDIKAN GEOGRAFI/S-1 PENDIDIKAN SEJARAH,2891
2891,Pemerintah Kab. Barito Timur,GURU PENJASORKES AHLI PERTAMA,UMUM,0,1,https://drive.google.com/open?id=1_vfqSsc7D_sZS8LNnR1-i61DuNoy7eC6,SMPN SATU ATAP 1 KARUSEN JANANG KECAMATAN KARUSEN JANANG,S-1 PENDIDIKAN OLAHRAGA,2892
2892,Pemerintah Kab. Tana Toraja,GURU KELAS AHLI PERTAMA,UMUM,0,2,www.tanatorajakab.go.id,SDN NO 182 TAMUANG KECAMATAN MALIMBONG BALEPE,S-1 PGSD,2893
